rouge,levenshtein,jaccard,cosine,label
0.4301075268817204,0.5155709342560554,0.2222222222222222,0.7019650837865592,1
0.35359116022099446,0.6535162950257289,0.17796610169491525,0.7285458414306458,1
0.4145077720207254,0.5778546712802768,0.23333333333333334,0.7880087018439158,1
0.3783783783783784,0.671280276816609,0.18333333333333332,0.8425358167966788,1
0.4293785310734464,0.6384083044982699,0.23148148148148148,0.8632916280596901,1
0.34636871508379885,0.6176470588235294,0.2,0.7754698271830515,1
0.3428571428571429,0.6470588235294118,0.1565217391304348,0.682960590823408,1
0.35802469135802467,0.5795847750865052,0.24509803921568626,0.8736475966589481,1
0.4022346368715084,0.5951557093425606,0.22608695652173913,0.8267113617908735,1
0.4324324324324324,0.6345514950166113,0.226890756302521,0.8061137020257987,1
0.3181818181818182,0.615916955017301,0.19298245614035087,0.7137156174964667,1
0.3176470588235294,0.6626297577854672,0.13675213675213677,0.6787445532354417,1
0.31952662721893493,0.6228373702422145,0.168141592920354,0.7443417052455537,1
0.3333333333333333,0.6678200692041523,0.16666666666666666,0.7260642244920257,1
0.28402366863905326,0.6799307958477508,0.15789473684210525,0.6695839150271301,1
0.30409356725146197,0.6608996539792388,0.2,0.6065012754297098,1
0.25287356321839083,0.7197231833910035,0.15966386554621848,0.7031667950114895,1
0.3333333333333333,0.6280276816608996,0.22018348623853212,0.7059968541841628,1
0.32727272727272727,0.6539792387543253,0.18181818181818182,0.6093338565430786,1
0.30057803468208094,0.6608996539792388,0.16379310344827586,0.699157309609085,1
0.04597701149425287,0.8062283737024222,0.007518796992481203,0.0776778443293076,1
0.012121212121212121,0.8269896193771626,0.007194244604316547,0.08583586840407084,1
0.04597701149425287,0.6972318339100346,0.007518796992481203,0.10980870024169243,1
0.28735632183908044,0.745674740484429,1.0,0.729079386598923,1
0.04597701149425287,0.7975778546712803,0.007518796992481203,0.07828753126089441,1
0.6436781609195402,0.6245674740484429,0.9420289855072463,0.9414968138527067,1
0.04597701149425287,0.8148788927335641,0.007518796992481203,0.07295588172474174,1
0.25287356321839083,0.7301038062283737,0.9420289855072463,0.762743412437985,1
0.012121212121212121,0.8166089965397924,0.007194244604316547,0.08465044926228901,1
0.22988505747126436,0.7525951557093425,0.9420289855072463,0.6898407858580038,1
0.3269230769230769,0.801038062283737,0.23880597014925373,0.8242368421702089,1
0.5737704918032787,0.6314878892733564,0.43283582089552236,0.7593175308124294,1
0.3584905660377358,0.759515570934256,0.2537313432835821,0.6553391169737967,1
0.3106796116504854,0.8131487889273357,0.22388059701492538,0.3622176343378706,1
0.29411764705882354,0.8079584775086506,0.19402985074626866,0.334953465263026,1
0.7659574468085107,0.3892733564013841,0.6567164179104478,0.8561345891642671,1
0.5737704918032787,0.5709342560553633,0.43283582089552236,0.6810261132825295,1
0.7482014388489209,0.42560553633217996,0.6268656716417911,0.9150392859467655,1
0.3888888888888889,0.7525951557093425,0.2835820895522388,0.3708001284639586,1
0.7482014388489209,0.43079584775086505,0.6716417910447762,0.9519911198519049,1
0.10101010101010101,0.9048442906574394,0.08333333333333333,0.48562305286384533,0
0.1212121212121212,0.8944636678200693,0.09859154929577464,0.739395979304349,0
0.06185567010309278,0.9117647058823529,0.0273972602739726,0.3913551089624734,0
0.05999999999999999,0.8823529411764706,0.05263157894736842,0.5270714298025823,0
0.09900990099009901,0.8875432525951558,0.05333333333333334,0.3886497384457086,0
0.08247422680412371,0.9083044982698962,0.0547945205479452,0.48782535281366657,0
0.1568627450980392,0.8737024221453287,0.07894736842105263,0.5486554765100045,0
0.10204081632653061,0.889273356401384,0.04,0.43697593311532906,0
0.08247422680412371,0.9152249134948097,0.04054054054054054,0.4016035164052291,0
0.09900990099009901,0.8771626297577855,0.06578947368421052,0.3677609990540386,0
0.10101010101010101,0.9048442906574394,0.08333333333333333,0.4973306511176382,0
0.0625,0.9273356401384083,0.04225352112676056,0.4026795390089241,0
0.0606060606060606,0.9065743944636678,0.05405405405405406,0.3531931635976196,0
0.10101010101010101,0.884083044982699,0.02631578947368421,0.22950450273795003,0
0.06122448979591836,0.8979238754325259,0.05405405405405406,0.4643987119088038,0
0.05999999999999999,0.8927335640138409,0.05333333333333334,0.47945093417116325,0
0.08247422680412371,0.8944636678200693,0.0547945205479452,0.4526278479866197,0
0.13592233009708737,0.8806228373702422,0.06578947368421052,0.4035664323632442,0
0.08,0.9048442906574394,0.0958904109589041,0.40576431379109146,0
0.06315789473684211,0.9290657439446367,0.041666666666666664,0.4516936834292138,0
0.0808080808080808,0.9100346020761245,0.05405405405405406,0.47036743215568055,0
0.0808080808080808,0.8910034602076125,0.06756756756756757,0.4250084358580997,0
0.04081632653061225,0.9083044982698962,0.04054054054054054,0.4687486609477839,0
0.10101010101010101,0.8927335640138409,0.05405405405405406,0.4136988439570849,0
0.08333333333333333,0.9134948096885813,0.0410958904109589,0.4246245228559059,0
0.09900990099009901,0.8979238754325259,0.039473684210526314,0.35115454341963037,0
0.11999999999999998,0.8927335640138409,0.0684931506849315,0.448086465012463,0
0.10101010101010101,0.8927335640138409,0.05333333333333334,0.42314071307254675,0
0.10204081632653061,0.8944636678200693,0.0684931506849315,0.4657630590096419,0
0.06122448979591836,0.9100346020761245,0.0684931506849315,0.45223931792052563,0
0.10101010101010101,0.8961937716262975,0.05405405405405406,0.5174941521882517,0
0.0808080808080808,0.8910034602076125,0.06756756756756757,0.42833220024745755,0
0.06185567010309278,0.9048442906574394,0.02702702702702703,0.39311876492623177,0
0.0816326530612245,0.8996539792387543,0.05405405405405406,0.40579508894745875,0
0.12244897959183672,0.8996539792387543,0.09859154929577464,0.6223240843349493,0
